trn_loss,val_loss,accuracy,auroc,f1score,precision,recall
0.41294033484379344,0.4102810804647699,0.7903556227684021,0.8796780109405518,0.776764452457428,0.830436646938324,0.729608952999115
0.41042921368144897,0.41399242794285096,0.7903556227684021,0.8784907460212708,0.7734406590461731,0.8415061235427856,0.7155621647834778
0.4133752162796571,0.41322210820693545,0.797206699848175,0.8799021244049072,0.7849101424217224,0.8355761170387268,0.7400372624397278
0.41074242032270125,0.4263340129088645,0.7839850783348083,0.8715589046478271,0.7774366736412048,0.8017411828041077,0.7545623779296875
0.40910052432992605,0.42119166576884537,0.7877094745635986,0.8719764947891235,0.7744361162185669,0.8260869383811951,0.7288640737533569
